,Tm,SMILES
4146,-215.14999999999998,c1cc(cc(c1)[N+](=O)[O-])CBr
4147,-228.14999999999998,c1cc(cc(c1)[N+](=O)[O-])CCl
4148,-214.14999999999998,c1ccc(cc1)c2cccc(c2)[N+](=O)[O-]
4149,-127.14999999999998,c1ccc(cc1)C(=O)/C=C/c2cccc(c2)[N+](=O)[O-]
4150,-68.14999999999998,c1ccn2c(c1)ncc2[N+](=O)[O-]
4151,-259.15,Cc1cccc(c1C)[N+](=O)[O-]
4152,-177.14999999999998,c1cc(cc(c1)O)[N+](=O)[O-]
4153,-221.14999999999998,c1cc(cc(c1)[N+](=O)[O-])N=C=O
4154,-216.14999999999998,c1cc(cc(c1)[N+](=O)[O-])N=C=S
4155,-154.14999999999998,c1cc(cc(c1)[N+](=O)[O-])CC(=O)O
4156,-54.14999999999998,c1cc2c(c(c1)[N+](=O)[O-])C(=O)NC2=O
4157,-109.14999999999998,c1cc(c(c(c1)[N+](=O)[O-])C#N)C#N
4158,-172.14999999999998,CCC(=O)c1cccc(c1)[N+](=O)[O-]
4159,-233.14999999999998,c1cc(cnc1)[N+](=O)[O-]
4160,-278.15,C=Cc1cccc(c1)[N+](=O)[O-]
4161,-257.15,Cc1cccc(c1)[N+](=O)[O-]
4162,-281.15,CCCCCCC(=O)CC
4163,-167.14999999999998,C1C2CC3CC1CC3(C2)C(=O)O
4164,-65.14999999999998,CCCC1=NNC(=O)C1
4165,-318.15,CCCCCC(CC)O
4166,-296.15,CCCCCC(=O)CC
4167,-377.15,CCCCC#CCC
4168,-139.14999999999998,c1cc(sc1)C(=O)CC#N
4169,-244.14999999999998,CCC(=O)CC#N
4170,-281.15,CCC(CC)O
4171,-312.15,CCC(=O)CC
4172,-215.14999999999998,c1ccc(cc1)OCC(CO)O
4173,-237.14999999999998,c1ccc(cc1)Oc2cccc(c2)N
4174,-260.15,c1ccc(cc1)Oc2cccc(c2)C=O
4175,-132.14999999999998,B(c1cccc(c1)Oc2ccccc2)(O)O
4176,-125.14999999999998,c1ccc(cc1)Oc2cccc(c2)C(=O)O
4177,-267.15,c1ccc(cc1)Oc2cccc(c2)CO
4178,-231.14999999999998,c1ccc(cc1)Oc2cccc(c2)O
4179,-184.14999999999998,c1ccc(cc1)Oc2cccc(c2)CC(=O)O
4180,-175.14999999999998,c1ccc(cc1)OCCC(=O)O
4181,-291.15,c1ccc(cc1)CCCO
4182,-152.14999999999998,c1ccc(cc1)N2CCOC2=O
4183,-134.14999999999998,c1ccc(cc1)n2cnc3ccccc3c2=O
4184,-121.14999999999998,c1ccc(cc1)c2cc(=O)o[nH]2
4185,-186.14999999999998,CC(=O)C(C(=O)C)N=Nc1ccccc1
4186,-235.14999999999998,CC(CC(=O)O)c1ccccc1
4187,-131.14999999999998,c1ccc(cc1)C(CC(=O)O)CC(=O)O
4188,-156.14999999999998,c1ccc(cc1)C2c3ccccc3C(=O)O2
4189,-315.15,c1ccc(cc1)CCC=O
4190,-224.14999999999998,c1ccc(cc1)CCC(=O)O
4191,-275.15,c1ccc(cc1)CCC#N
4192,-280.15,c1ccc(cc1)CCC(=O)Cl
4193,-109.14999999999998,C(CP(=O)(O)O)C(=O)O
4194,-121.14999999999998,c1ccc2c(c1)C(=O)N(C2=O)CCC(=O)O
4195,-291.15,Cc1cccnc1
4196,-235.14999999999998,Cc1ccc[n+](c1)[O-]
4197,-213.14999999999998,C1CC(CNC1)CO
4198,-150.14999999999998,c1cc(cnc1)CC(=O)N
4199,-280.15,c1cc(cnc1)CO
4200,-62.14999999999998,c1cc(cnc1)OCC(=O)O
4201,-52.14999999999998,C1CN2CCC1C(C2)O
4202,-208.14999999999998,C1C=CCS1(=O)=O
4203,-124.14999999999998,CC(C)(C)C1=NN(C(=O)C1)C
4204,-162.14999999999998,CC(C)(C)C1=NN(C(=O)C1)c2ccccc2
4205,-63.14999999999998,CC(C)(C)C1=NNC(=O)C1
4206,-228.14999999999998,CC(C)(C)c1cccc(c1)O
4207,-314.15,Cc1cccc(c1)C(C)(C)C
4208,-194.14999999999998,c1cscc1CC(=O)O
4209,-264.15,CCCCCCCCC(=O)CC
4210,-145.14999999999998,B(c1cccc(c1)C=C)(O)O
4211,-178.14999999999998,C=Cc1cccc(c1)C(=O)O
4212,-18.149999999999977,c1cc(ccc1n2cncn2)O
4213,11.850000000000023,CC(=O)Nc1ccc(cc1)n2cnnc2
4214,-155.14999999999998,c1cc(ccc1C2SCCS2)O
4215,-117.14999999999998,CC(c1ccc(cc1)C(=O)O)Br
4216,-132.14999999999998,c1cc(ccc1C#N)c2cc[nH]n2
4217,-157.14999999999998,CC(=O)c1ccc(cc1)n2ccnc2
4218,-67.14999999999998,c1cc(ccc1n2ccnc2)O
4219,-177.14999999999998,CC(=O)c1ccc(cc1)N2CCNCC2
4220,-52.14999999999998,c1cc(ccc1N2CCNCC2)O
4221,-246.14999999999998,c1cc(ccc1N)N2CCCCC2
4222,-144.14999999999998,CC(=O)c1ccc(cc1)N2CCCC2
4223,-189.14999999999998,c1cc(ccc1C=O)N2CCCC2
4224,-217.14999999999998,c1cnccc1N2CCCC2
4225,-137.14999999999998,CC(C)(C)C(=O)Nc1ccncc1
4226,-104.14999999999998,c1cc(c(cc1Cl)Cl)NC(=S)NN
4227,-122.14999999999998,Cc1ccc(c(c1)C)NC(=S)NN
4228,-122.14999999999998,c1cc(ccc1CCN)S(=O)(=O)N
4229,-249.14999999999998,C1COCCN1CCN
4230,-126.14999999999998,B(c1ccc(cc1)CCC(=O)O)(O)O
4231,-80.14999999999998,B(c1ccc(cc1)/C=C/C(=O)O)(O)O
4232,-85.14999999999998,c1cc(ccc1CCCl)C(=O)O
4233,-191.14999999999998,c1ccc(c(c1)Oc2ccc(cc2)N)Cl
4234,-135.14999999999998,c1ccc(c(c1)NC(=S)NN)Cl
4235,-271.15,C1COCCN1CCO
4236,-264.15,c1cnccc1CCO
4237,-229.14999999999998,COCCc1ccc(cc1)O
4238,-126.14999999999998,Cc1ccccc1NC(=S)NN
4239,-190.14999999999998,CC(C)(C#Cc1ccccn1)O
4240,-164.14999999999998,CN(C)c1ccc(cc1)N=Nc2ccccn2
4241,-109.14999999999998,c1cc(ccc1c2nccs2)O
4242,-249.14999999999998,CC(=O)C=Cc1cccs1
4243,-197.14999999999998,c1cc(sc1)c2ccc(cc2)N
4244,-211.14999999999998,COc1ccc(cc1OC)CCCC(=O)O
4245,-141.14999999999998,c1cc(cc(c1)Cl)NC(=S)NN
4246,-218.14999999999998,c1cc(cnc1)c2ccc(cc2)C=O
4247,-23.149999999999977,CC(=O)Nc1ccc(cc1)c2csc(n2)N
4248,-158.14999999999998,c1ccc(cc1)COc2c(cnc(n2)N3CCOCC3)Br
4249,-147.14999999999998,CC(=O)c1ccc(cc1)c2ccc(cc2)Br
4250,-165.14999999999998,c1cc(ccc1C(=O)c2ccncc2)Cl
4251,-134.14999999999998,c1cc(ccc1C2(CCNCC2)O)Cl
4252,-143.14999999999998,CCc1ccc(cc1)NC(=S)NN
4253,-130.14999999999998,c1cc(ccc1C(=O)CCCC(=O)O)F
4254,-187.14999999999998,c1cc(ccc1C(=O)c2ccncc2)F
4255,-228.14999999999998,c1cc(ccc1CCCC(=O)O)F
4256,-232.14999999999998,CC(=O)CCc1ccc(c(c1)OC)O
4257,-191.14999999999998,CC(=O)CCc1ccc(cc1)O
4258,-111.14999999999998,COc1ccc(cc1)c2cc(nc(c2)c3ccccn3)c4ccccn4
4259,-265.15,CC(=O)CCc1ccc(cc1)OC
4260,-181.14999999999998,CN1CCN(CC1)c2ccc(cc2)N
4261,-104.14999999999998,Cc1ccc(cc1)c2cc(nc(c2)c3ccccn3)c4ccccn4
4262,-137.14999999999998,Cc1ccc(cc1)NC(=S)NN
4263,-142.14999999999998,c1cc(ccc1N)N2CCOCC2
4264,-92.14999999999998,c1cc(ccc1CN2CCOCC2)C(=O)O
4265,-202.14999999999998,c1cc(ccc1Cc2ccncc2)[N+](=O)[O-]
4266,-143.14999999999998,CC(=O)c1ccc(cc1)OCc2ccc(cc2)[N+](=O)[O-]
4267,-143.14999999999998,c1cc(ccc1COc2ccc(cc2)C=O)[N+](=O)[O-]
4268,-64.14999999999998,c1cc(ccc1c2csnn2)[N+](=O)[O-]
4269,-123.14999999999998,c1cc(ccc1N2CCOCC2)[N+](=O)[O-]
4270,-45.14999999999998,c1cc(ccc1C(=O)N)OC2CCNCC2
4271,-140.14999999999998,c1cc(ncc1I)N2CCOCC2
4272,-123.14999999999998,c1c(ncnc1Cl)N2CCOCC2
4273,-249.14999999999998,C1CNCCC1CN
4274,-281.15,c1cnccc1CN
4275,-189.14999999999998,c1ccc(cc1)CNc2ccc(cc2)O
4276,-83.14999999999998,B(c1ccc(cc1)C(=O)OCc2ccccc2)(O)O
4277,-110.14999999999998,c1ccc(cc1)COC(=O)NC2CCC(CC2)O
4278,-191.14999999999998,c1ccc(cc1)COC(=O)NC2CCC(=O)CC2
4279,-192.14999999999998,CC(C)(C)OC(=O)Nc1ccncc1I
4280,-109.14999999999998,CC(C)(C)OC(=O)NC1CCNCC1
4281,-124.14999999999998,CC(C)(C)OC(=O)Nc1ccncc1
4282,-179.14999999999998,c1cc(ccc1C#N)C(=O)CBr
4283,-125.14999999999998,B(c1ccc(cc1)CBr)(O)O
4284,-199.14999999999998,c1cc(ccc1CBr)S(=O)(=O)Cl
4285,-48.14999999999998,c1cc(ccc1CBr)C(=O)O
4286,-158.14999999999998,c1cc(ccc1CBr)C#N
4287,-94.14999999999998,c1cc(ccc1CC(=O)O)CBr
4288,-244.14999999999998,C1COCCN1C(=O)CCl
4289,-72.14999999999998,c1cc(ccc1CCl)C(=O)O
4290,-194.14999999999998,c1cc(ccc1CCl)C#N
4291,-240.14999999999998,c1cc(ccc1CCl)N=C=O
4292,-43.14999999999998,c1cc(ccc1C(=O)O)S(=O)(=O)Cl
4293,-186.14999999999998,C1COCCN1C(=O)CC#N
4294,-75.14999999999998,B(c1ccc(cc1)CC#N)(O)O
4295,-87.14999999999998,B(c1ccc(cc1)N(Cc2ccccc2)Cc3ccccc3)(O)O
4296,-103.14999999999998,c1cc(ccc1C(=O)O)OC(F)F
4297,-166.14999999999998,Cc1c(c(=O)n(n1C)c2ccccc2)N(C)C
4298,-161.14999999999998,CN(C)c1ccncc1
4299,-213.14999999999998,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)Cl
4300,-134.14999999999998,B(c1ccc(cc1)C(=O)OCC)(O)O
4301,-243.14999999999998,CCOC(=O)c1ccc(cc1)N=C=O
4302,-219.14999999999998,CCOC(=O)c1ccc(cc1)N=C=S
4303,-136.14999999999998,B(c1ccc(cc1)S(=O)(=O)CC)(O)O
4304,-168.14999999999998,B(c1ccc(cc1)SCC)(O)O
4305,6.850000000000023,B(c1ccc(cc1)CO)(O)O
4306,-92.14999999999998,c1cc(ccc1CO)C(=O)O
4307,-161.14999999999998,c1cc(ccc1CO)OCC(=O)O
4308,-140.14999999999998,c1cc(ccc1CC(=O)O)CO
4309,-50.14999999999998,B(c1ccc(cc1)C(=O)OC)(O)O
4310,-225.14999999999998,COC(=O)c1ccc(cc1)N=C=S
4311,-114.14999999999998,CNc1ccc(cc1)C(=O)O
4312,-147.14999999999998,CNc1ccncc1
4313,-103.14999999999998,B(c1ccc(cc1)S(=O)C)(O)O
4314,-73.14999999999998,B(c1ccc(cc1)S(=O)(=O)C)(O)O
4315,-112.14999999999998,CS(=O)(=O)c1ccc(cc1)S(=O)(=O)Cl
4316,-0.14999999999997726,CS(=O)(=O)c1ccc(cc1)C(=O)O
4317,-180.14999999999998,CS(=O)(=O)c1ccc(cc1)O
4318,-137.14999999999998,CS(=O)(=O)c1ccc(cc1)CC(=O)O
4319,-79.14999999999998,CS(=O)(=O)Nc1ccc(cc1)C#N
4320,-192.14999999999998,CC(=O)c1ccc(cc1)SC
4321,-267.15,CSc1ccc(cc1)C=O
4322,-63.14999999999998,B(c1ccc(cc1)SC)(O)O
4323,-78.14999999999998,CSc1ccc(cc1)C(=O)O
4324,-211.14999999999998,CSc1ccc(cc1)C#N
4325,-231.14999999999998,CSc1ccc(cc1)CO
4326,-217.14999999999998,Cc1cc(ccc1SC)O
4327,-187.14999999999998,CSc1ccc(cc1)O
4328,-223.14999999999998,CSc1ccc(cc1)N=C=S
4329,-173.14999999999998,CSc1ccc(cc1)CC(=O)O
4330,-260.15,CSc1ccc(cc1)S
4331,-209.14999999999998,c1cc(cnc1)C(=O)CCCNCN=O
4332,-130.14999999999998,CCCCCCCCCOc1ccc(cc1)C(=O)O
4333,-193.14999999999998,CCCCCCCCOc1ccc(cc1)O
4334,-172.14999999999998,CC(=O)c1ccc(cc1)C#Cc2ccccc2
4335,-171.14999999999998,c1ccc(cc1)S(=O)(=O)c2cc(sc2)S(=O)(=O)Cl
4336,-216.14999999999998,Cc1ccc(cc1)CCCC(=O)O
4337,-121.14999999999998,CC(C)(C)Oc1ccc(cc1)O
4338,-95.14999999999998,c1cc(ccc1C(=O)C(F)(F)F)C(=O)O
4339,-117.14999999999998,c1cc(ccc1C(=O)N)OC(F)(F)F
4340,-150.14999999999998,B(c1ccc(cc1)OC(F)(F)F)(O)O
4341,-126.14999999999998,c1cc(ccc1OC(F)(F)F)S(=O)(=O)N
4342,-120.14999999999998,c1cc(ccc1C(=O)O)OC(F)(F)F
4343,-250.14999999999998,c1cc(ccc1CBr)OC(F)(F)F
4344,-255.14999999999998,c1cc(ccc1O)OC(F)(F)F
4345,-302.15,c1cc(ccc1N=C=O)OC(F)(F)F
4346,-186.14999999999998,c1cc(ccc1CC(=O)O)OC(F)(F)F
4347,-244.14999999999998,c1cc(ccc1CC#N)OC(F)(F)F
4348,-121.14999999999998,CC(=O)Nc1ccc(cc1)C(F)(F)F
4349,-241.14999999999998,CC(=O)c1ccc(cc1)C(F)(F)F
4350,-266.15,c1cc(ccc1C(F)(F)F)N
4351,-271.15,c1cc(ccc1C=O)C(F)(F)F
4352,-89.14999999999998,c1cc(ccc1C(=O)N)C(F)(F)F
4353,-33.14999999999998,B(c1ccc(cc1)C(F)(F)F)(O)O
4354,-93.14999999999998,c1cc(ccc1C(F)(F)F)S(=O)(=O)N
4355,-242.14999999999998,c1cc(ccc1C(F)(F)F)S(=O)(=O)Cl
4356,-154.14999999999998,c1cc(ccc1C(=O)NN)C(F)(F)F
4357,-213.14999999999998,c1ccc(cc1)C(c2ccc(cc2)C(F)(F)F)O
4358,-52.14999999999998,c1cc(ccc1C(=O)O)C(F)(F)F
4359,-235.14999999999998,c1cc(ccc1C#N)C(F)(F)F
4360,-155.14999999999998,c1ccc(cc1)C(=O)c2ccc(cc2)C(F)(F)F
4361,-276.15,c1cc(ccc1C(=O)Cl)C(F)(F)F
4362,-254.14999999999998,c1cc(ccc1CO)C(F)(F)F
4363,-242.14999999999998,c1cc(ccc1CBr)C(F)(F)F
4364,-104.14999999999998,c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)O
4365,-143.14999999999998,c1cc(ccc1C(C(=O)O)O)C(F)(F)F
4366,-125.14999999999998,c1cncc(c1C(F)(F)F)C(=O)O
4367,-232.14999999999998,c1cc(ccc1C(F)(F)F)N=C=S
4368,-193.14999999999998,c1cc(ccc1CC(=O)O)C(F)(F)F
4369,-228.14999999999998,c1cc(ccc1CC#N)C(F)(F)F
4370,-211.14999999999998,c1cc(ccc1C(F)(F)F)NN
4371,-237.14999999999998,CCC(=O)c1ccc(cc1)C(F)(F)F
4372,-183.14999999999998,c1cc(ccc1C#N)S(=O)(=O)C(F)(F)F
4373,-243.14999999999998,CC(=O)c1ccc(cc1)SC(F)(F)F
4374,-243.14999999999998,c1cc(ccc1C=O)SC(F)(F)F
4375,-112.14999999999998,c1cc(ccc1C(=O)O)SC(F)(F)F
4376,-221.14999999999998,c1cc(ccc1CO)SC(F)(F)F
4377,-218.14999999999998,c1cc(ccc1CBr)SC(F)(F)F
4378,-214.14999999999998,c1cc(ccc1O)SC(F)(F)F
4379,-117.14999999999998,C[Si](C)(C)C#Cc1ccc(cc1)C(=O)O
4380,-22.149999999999977,c1cc2c(cc1CCc3ccc(cc3Br)CC2)Br
4381,-163.14999999999998,CC(C)(C)c1ccc2c(c1)OCCOCCOc3cc(ccc3OCCOCCO2)C(C)(C)C
4382,-113.14999999999998,c1cc(ccc1C(c2ccc(cc2)O)(C(F)(F)F)C(F)(F)F)O
4383,-27.149999999999977,c1cc2c(cc1C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)C(=O)OC2=O
4384,-177.14999999999998,c1cc(ccc1C(c2ccc(cc2)Cl)(c3ccc(cc3)Cl)O)Cl
4385,-252.14999999999998,c1cc(oc1)C(=O)CC(=O)C(F)(F)F
4386,-186.14999999999998,C(C(=O)O)C(C(F)(F)F)(C(F)(F)F)O
4387,-233.14999999999998,CC(CC(=O)O)(C(F)(F)F)O
4388,-242.14999999999998,C(CC(F)(F)F)C(=O)O
4389,-194.14999999999998,COc1ccc(cc1)C(c2ccc(cc2)OC)(c3ccc(cc3)OC)O
4390,-178.14999999999998,Cc1ccc(cc1)C(c2ccc(cc2)C)(c3ccc(cc3)C)O
4391,-160.14999999999998,c1cnccc1c2ccncc2
4392,-75.14999999999998,Cc1cc(c(cc1)C)/C=C/c2ccc(cc2)c3ccc(cc3)/C=C/c4c(ccc(c4)C)C
4393,-100.14999999999998,CC(CCC(=O)O)(c1ccc(cc1)O)c2ccc(cc2)O
4394,-179.14999999999998,CCN(CC)c1ccc(cc1)C(=O)c2ccc(cc2)N(CC)CC
4395,-109.14999999999998,CC(=O)Oc1ccc(cc1)c2ccc(cc2)OC(=O)C
4396,-81.14999999999998,CC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C
4397,-72.14999999999998,c1cc(ccc1C(=O)Nc2ccc(cc2)N)N
4398,-96.14999999999998,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N
4399,-183.14999999999998,c1cc(ccc1Cc2ccc(cc2)N)N
4400,-26.149999999999977,c1cc(ccc1c2ccc(cc2)N)c3ccc(cc3)N
4401,-142.14999999999998,CC1=NNC(=O)C1(Br)Br
4402,-48.14999999999998,c1cc(ccc1C(=O)C(=O)c2ccc(cc2)Br)Br
4403,-99.14999999999998,c1cc(ccc1C(=O)c2ccc(cc2)Br)Br
4404,-106.14999999999998,c1cc(ccc1c2ccc(cc2)Br)Br
4405,-181.14999999999998,c1cc(ccc1C(c2ccc(cc2)Cl)O)Cl
4406,-128.14999999999998,c1cc(ccc1C(=O)c2ccc(cc2)Cl)Cl
4407,-243.14999999999998,c1cc(ccc1C(=O)CCCCl)Cl
4408,-115.14999999999998,c1cc(ccc1/C=C/C(=O)c2ccc(cc2)Cl)Cl
4409,-226.14999999999998,c1cc(ccc1C(c2ccc(cc2)F)O)F
4410,-152.14999999999998,c1cc(ccc1C(=O)C(=O)c2ccc(cc2)F)F
4411,-165.14999999999998,c1cc(ccc1C(=O)c2ccc(cc2)F)F
4412,-185.14999999999998,c1cc(ccc1c2ccc(cc2)F)F
4413,-167.14999999999998,C1CC(CCC1C(=O)O)(F)F
4414,-234.14999999999998,C1CC(CCC1=O)(F)F
4415,-50.14999999999998,c1cc(ccc1C(=O)c2ccc(cc2)O)O
4416,8.850000000000023,c1cc(ccc1c2ccc(cc2)O)O
4417,-112.14999999999998,c1cc(ccc1Cc2ccc(cc2)O)O
4418,-66.14999999999998,c1cc(ccc1c2ccc(cc2)I)I
4419,-207.14999999999998,CC(C)c1ccc(cc1)c2ccc(cc2)C(C)C
4420,-203.14999999999998,COc1ccc(cc1)C(c2ccc(cc2)OC)O
4421,-129.14999999999998,COc1ccc(cc1)C(=O)c2ccc(cc2)OC
4422,-172.14999999999998,COc1ccc(cc1)/C=C/C(=O)c2ccc(cc2)OC
4423,-171.14999999999998,COc1ccc(cc1)Nc2ccc(cc2)OC
4424,-149.14999999999998,COc1ccc(cc1)C(c2ccccc2)(c3ccc(cc3)OC)Cl
4425,-103.14999999999998,CC1(CN(NC1=O)c2ccccc2)C
4426,-99.14999999999998,Cc1ccnc(c1)c2cc(ccn2)C
4427,-251.14999999999998,CC1(COC(=N1)c2ccccc2)C
4428,-128.14999999999998,CN(C)C(=S)NN
4429,-202.14999999999998,Cc1ccc(cc1)C(c2ccc(cc2)C)O
4430,-170.14999999999998,Cc1ccc(cc1)C(=O)C(=O)c2ccc(cc2)C
4431,-179.14999999999998,Cc1ccc(cc1)C(=O)c2ccc(cc2)C
4432,-153.14999999999998,Cc1ccc(cc1)c2ccc(cc2)C
4433,-231.14999999999998,CC1(CCC(=O)CC1)C
4434,4.850000000000023,c1cc(ccc1c2ccc(cc2)[N+](=O)[O-])c3ccc(cc3)[N+](=O)[O-]
4435,-211.14999999999998,CCCCCCCCCc1ccnc(c1)c2cc(ccn2)CCCCCCCCC
4436,-124.14999999999998,c1ccc(cc1)Oc2ccc(cc2)C(=O)c3ccc(cc3)Oc4ccccc4
4437,-35.14999999999998,c1ccc(cc1)c2ccc(cc2)C(=O)c3ccc(cc3)c4ccccc4
4438,-197.14999999999998,c1cnccc1SSc2ccncc2
4439,-145.14999999999998,CC(C)(C)c1ccc(cc1)c2ccc(cc2)C(C)(C)C
4440,-201.14999999999998,CC(C)(C)c1ccc(cc1)Cc2ccc(cc2)C(C)(C)C
4441,-117.14999999999998,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)Cc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C
4442,-186.14999999999998,CN(C)c1ccc(cc1)Cc2ccc(cc2)N(C)C
4443,57.85000000000002,c1cc(ccc1C(=O)O)Oc2ccc(cc2)C(=O)O
4444,-120.14999999999998,c1cc(ccc1O)Sc2ccc(cc2)O
4445,-191.14999999999998,c1c2c([nH]n1)CCCC2
4446,-23.149999999999977,c1cc(ccc1C2CC(=O)c3c(cc(cc3O2)O)O)O
4447,26.850000000000023,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O
4448,-47.14999999999998,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C
4449,-118.14999999999998,CC1(c2cccc(c2Oc3c1cccc3P(C(C)(C)C)C(C)(C)C)P(C(C)(C)C)C(C)(C)C)C
4450,-102.14999999999998,c1c(c(oc1C(=O)O)Br)Br
4451,-1.1499999999999773,c1ccc2c(c1)C(=O)OC23c4ccc(c(c4Oc5c3ccc(c5Br)O)Br)O
4452,-187.14999999999998,Cc1cc(c(cc1C)Br)Br
4453,-193.14999999999998,c1c(sc(c1Br)Br)C=O
4454,-43.14999999999998,c1c(c(sc1C(=O)O)Br)Br
4455,-196.14999999999998,c1c(c(sc1S(=O)(=O)Cl)Br)Br
4456,-182.14999999999998,COc1cc(c(cc1OC)Br)Br
4457,-219.14999999999998,Cc1nc(c(n1C)Cl)Cl
4458,-219.14999999999998,Cn1cnc(c1Cl)Cl
4459,-92.14999999999998,c1c(c(cc(c1Cl)Cl)[N+](=O)[O-])N
4460,-92.14999999999998,c1[nH]c(c(n1)Cl)Cl
4461,-71.14999999999998,c1c(c(c(=O)[nH]n1)Cl)Cl
4462,-98.14999999999998,c1[nH]c(c(n1)C#N)C#N
4463,-111.14999999999998,c1c(c(cc(c1F)F)O)C#N
4464,-174.14999999999998,COc1cc(c(cc1C#N)F)F
4465,-231.14999999999998,COc1cc(c(cc1CBr)F)F
4466,-216.14999999999998,Cc1cc(c(cc1N)F)F
4467,-153.14999999999998,Cc1cc(c(cc1C(=O)O)F)F
4468,-108.14999999999998,c1c(c(cc(c1F)F)[N+](=O)[O-])C(=O)O
4469,-203.14999999999998,c1c(c(cc(c1F)F)O)C=O
4470,15.850000000000023,COc1cc(c2c(=O)cc(oc2c1)c3ccc(cc3)O)O
4471,-79.14999999999998,COc1cc(c(cc1OC)[N+](=O)[O-])C(=O)O
4472,-127.14999999999998,COc1cc(c(cc1OC)[N+](=O)[O-])CO
4473,-66.14999999999998,COc1cc(c(cc1OC)[N+](=O)[O-])CC(=O)O
4474,-162.14999999999998,COc1cc(c(cc1OC)[N+](=O)[O-])CC#N
4475,-209.14999999999998,COc1cc(cc(c1OC)I)C=O
4476,-132.14999999999998,Cc1cc(c(cc1C)[N+](=O)[O-])N
4477,-64.14999999999998,Cc1cc(sc1C)C(=O)O
4478,-180.14999999999998,c1ccc(cc1)c2c(snn2)c3ccccc3
4479,-20.149999999999977,c1ccc(cc1)c2c(oc(n2)S)c3ccccc3
4480,-41.14999999999998,c1ccc(cc1)c2c(nc[nH]2)c3ccccc3
4481,-14.149999999999977,c1ccc(cc1)P(c2ccccc2)c3cccc4c3Oc5c(cccc5P(c6ccccc6)c7ccccc7)N4
4482,-84.14999999999998,CSc1nc(cc(n1)N)N
4483,-144.14999999999998,c1cc(ncc1c2cc(ccn2)Br)Br
4484,-176.14999999999998,c1c(c(c(c(c1Br)Cl)Cl)N)Br
4485,-222.14999999999998,c1c(ncnc1Br)Br
4486,-233.14999999999998,CSc1nc(cc(n1)Cl)Cl
4487,-215.14999999999998,Cc1c(ncnc1Cl)Cl
4488,-207.14999999999998,c1c(ncnc1Cl)Cl
4489,-158.14999999999998,c1c(c(cc(c1O)Cl)Cl)O
4490,-221.14999999999998,c1c(cc(c(c1O)C=O)Cl)Cl
4491,-126.14999999999998,CC(C)c1cc2c(c(c1O)C(C)C)C(CC2(C)C)(C)C
4492,-142.14999999999998,COc1cc(nc(n1)S(=O)(=O)C)OC
4493,-136.14999999999998,c1ccc(cc1)c2cc(oc(=O)c2)c3ccccc3
4494,-46.14999999999998,c1ccc(cc1)C2=c3c(=C(S2(=O)=O)c4ccccc4)oc(=O)o3
4495,-25.149999999999977,c1cc(c2c(c1Cl)C(=O)C(=O)N2)Cl
4496,-188.14999999999998,c1cc2c(ccnc2cc1Cl)Cl
4497,-111.14999999999998,COc1ccc(cc1)c2coc3cc(ccc3c2=O)OC
4498,-79.14999999999998,Cc1ccnc2c1ccc3c2nccc3C
4499,-211.14999999999998,c1cc2c(cc(nc2c(c1)Cl)C(F)(F)F)Cl
4500,-107.14999999999998,C1COCCN1CCNC(=S)NN
4501,-193.14999999999998,c1cc(ccc1[N+](=O)[O-])OCCN2CCOCC2
4502,-137.14999999999998,C1COCCN1CCCNC(=S)NN
4503,-152.14999999999998,c1cc(cc(c1)NC(=S)NN)C(F)(F)F
4504,-180.14999999999998,c1cc(cc(c1)C(F)(F)F)C2(CCNCC2)O
4505,-201.14999999999998,c1cc(ccc1OC2CCNCC2)OC(F)(F)F
4506,-106.14999999999998,c1cc(ccc1C(F)(F)F)NC(=S)NN
4507,-134.14999999999998,Cc1cc(ccc1C(=O)C)NC(=O)C
4508,-110.14999999999998,Cc1cc(ccc1C#N)NC(=O)C
4509,-133.14999999999998,CC(=O)c1ccc(c(c1)Br)NC(=O)C
4510,-47.14999999999998,CC(=O)Nc1ccc(cc1[N+](=O)[O-])C(=O)O
4511,-10.149999999999977,CC(=O)Nc1cccc2c1-c3ccccc3C2=O
4512,-104.14999999999998,CC(=O)c1ccc(cc1)NC(=O)C
4513,-71.14999999999998,Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)C
4514,-117.14999999999998,CC(=O)Nc1ccc(cc1)C=O
4515,-164.14999999999998,CC(=O)Nc1ccc(cc1)S(=O)(=O)N=[N+]=[N-]
4516,-143.14999999999998,CC(=O)NCCCC(=O)O
4517,-103.14999999999998,CC(=O)Nc1ccc(cc1)O
4518,-132.14999999999998,CC(=O)NC1CCNCC1
4519,-197.14999999999998,CC(=O)Oc1ccc(cc1OC)C=O
4520,-78.14999999999998,CC(=O)Oc1ccc(cc1OC)/C=C/C(=O)O
